Bin,Content,X,Y,Depth,Mode,Type
109506,10,19,25,1424,GRID,330mm
109507,10,28,19,1090,GRID,330mm
109508,10,28,18,1426,GRID,330mm
109509,10,20,11,1090,GRID,330mm
109510,10,27,28,1754,GRID,330mm
109511,10,19,28,1420,GRID,330mm
109512,10,27,23,1088,GRID,330mm
109513,10,28,10,1422,GRID,330mm
109514,10,30,21,1758,GRID,330mm
109515,10,26,29,1420,GRID,330mm
109516,10,27,21,1756,GRID,330mm
109517,10,36,21,4426,GRID,330mm
109518,10,19,20,1424,GRID,330mm
109519,10,31,23,4090,GRID,330mm
109520,10,30,20,3756,GRID,330mm
109521,10,31,12,1756,GRID,330mm
109522,10,31,24,3754,GRID,330mm
109523,10,36,43,2422,GRID,330mm
109524,10,30,21,4094,GRID,330mm
109525,10,37,36,2088,GRID,330mm
109526,10,28,22,4092,GRID,330mm
109527,10,21,25,1754,GRID,330mm
109528,10,24,26,3086,GRID,330mm
109529,10,39,11,2418,GRID,330mm
109530,10,30,23,4094,GRID,330mm
109531,10,14,36,1756,GRID,330mm
109532,10,12,42,1752,GRID,330mm
109533,10,39,12,1750,GRID,330mm
109534,10,31,10,3752,GRID,330mm
109535,10,31,27,4090,GRID,330mm
109536,10,13,43,1420,GRID,330mm
109537,10,29,21,3754,GRID,330mm
109538,10,28,16,4096,GRID,330mm
109539,10,31,30,4092,GRID,330mm
109540,10,30,19,3754,GRID,330mm
109541,10,29,17,4094,GRID,330mm
109542,10,30,16,3754,GRID,330mm
109543,10,15,43,1422,GRID,330mm
109544,10,35,22,1754,GRID,330mm
109545,10,29,14,3754,GRID,330mm
109546,10,29,11,3756,GRID,330mm
109547,10,32,14,2092,GRID,330mm
109548,10,32,9,3754,GRID,330mm
109549,10,7,19,3758,GRID,330mm
109550,10,12,15,4428,GRID,330mm
109551,10,9,17,4092,GRID,330mm
109552,10,8,9,1426,GRID,330mm
109553,10,11,20,4092,GRID,330mm
109554,10,35,16,2422,GRID,330mm
109555,10,31,20,2088,GRID,330mm
109556,10,29,9,4090,GRID,330mm
109557,10,33,19,2090,GRID,330mm
109558,10,29,15,4092,GRID,330mm
109559,10,11,34,1754,GRID,330mm
109560,10,30,17,2090,GRID,330mm
109561,10,40,23,1756,GRID,330mm
109562,10,19,11,1424,GRID,330mm
109563,10,29,13,1420,GRID,330mm
109564,10,41,32,2088,GRID,330mm
109565,10,36,12,1418,GRID,330mm
109566,10,39,27,2088,GRID,330mm
109567,10,28,43,2418,GRID,330mm
109568,10,8,18,4092,GRID,330mm
109569,10,16,16,3760,GRID,330mm
109570,10,15,16,4094,GRID,330mm
109571,10,15,10,3756,GRID,330mm
109572,10,11,13,4096,GRID,330mm
109573,10,8,15,3756,GRID,330mm
109574,10,10,21,4092,GRID,330mm
109575,10,10,17,4092,GRID,330mm
109576,10,36,13,2420,GRID,330mm
109577,10,40,43,1752,GRID,330mm
109578,10,19,16,1092,GRID,330mm
109579,10,6,39,1756,GRID,330mm
109580,10,10,35,1754,GRID,330mm
109581,10,38,24,1760,GRID,330mm
109582,10,31,12,1422,GRID,330mm
109583,10,9,37,1756,GRID,330mm
109584,10,20,10,2088,GRID,330mm
109585,10,8,42,1422,GRID,330mm
109586,20,18,15,2422,GRID,330mm
109587,10,41,17,1422,GRID,330mm
109588,10,32,39,2088,GRID,330mm
109589,10,6,40,1420,GRID,330mm
109590,10,8,34,2086,GRID,330mm
109591,10,7,32,4430,GRID,330mm
109592,20,6,31,2754,GRID,330mm
109593,20,9,20,430,GRID,330mm
109594,20,15,30,2420,GRID,330mm
109595,20,11,24,2088,GRID,330mm
109596,20,14,29,1756,GRID,330mm
109597,10,36,11,1416,GRID,330mm
109598,10,13,38,1424,GRID,330mm
109599,10,15,41,1086,GRID,330mm
109600,10,21,22,1090,GRID,330mm
109601,10,28,40,3752,GRID,330mm
109602,20,28,29,760,GRID,330mm
109603,20,17,9,1760,GRID,330mm
109604,20,6,28,3758,GRID,330mm
109605,20,21,33,760,GRID,330mm
109606,20,39,43,760,GRID,330mm
109607,10,37,41,2420,GRID,330mm
109608,10,39,34,1754,GRID,330mm
109609,10,37,11,1748,GRID,330mm
109610,10,37,12,1750,GRID,330mm
109611,10,6,42,1756,GRID,330mm
109612,10,28,27,1088,GRID,330mm
109613,10,8,9,3088,GRID,330mm
109614,10,26,25,1424,GRID,330mm
109615,10,28,33,2088,GRID,330mm
109616,10,19,20,1092,GRID,330mm
109617,10,17,39,2088,GRID,330mm
109618,10,8,40,1088,GRID,330mm
109619,10,27,16,1426,GRID,330mm
109620,10,13,43,1088,GRID,330mm
109621,20,37,37,762,GRID,330mm
109622,20,15,43,758,GRID,330mm
109623,20,16,25,1424,GRID,330mm
109624,20,20,19,760,GRID,330mm
109625,10,19,32,1754,GRID,330mm
109626,10,12,37,1422,GRID,330mm
109627,10,38,19,1754,GRID,330mm
109628,10,26,23,1424,GRID,330mm
109629,10,18,36,1754,GRID,330mm
109630,10,28,40,1420,GRID,330mm
109631,10,34,42,2086,GRID,330mm
109632,10,19,36,1422,GRID,330mm
109633,10,16,40,1090,GRID,330mm
109634,10,27,42,2420,GRID,330mm
109635,10,40,23,4092,GRID,330mm
109636,10,7,43,2088,GRID,330mm
109637,10,14,42,1422,GRID,330mm
109638,10,25,31,2088,GRID,330mm
109639,10,21,31,1424,GRID,330mm
109640,10,19,34,1756,GRID,330mm
109641,10,8,24,3420,GRID,330mm
109642,10,20,36,1756,GRID,330mm
109643,10,28,30,1422,GRID,330mm
109644,10,40,36,1752,GRID,330mm
109645,20,17,41,762,GRID,330mm
109646,10,30,27,1424,GRID,330mm
109647,10,38,22,4092,GRID,330mm
109648,10,11,35,1088,GRID,330mm
109649,10,35,25,4090,GRID,330mm
109650,10,17,38,1422,GRID,330mm
109651,10,20,21,1090,GRID,330mm
109652,10,35,9,1754,GRID,330mm
109653,10,25,29,1754,GRID,330mm
109654,10,37,17,1756,GRID,330mm
109655,10,41,38,2086,GRID,330mm
109656,10,36,17,1756,GRID,330mm
109657,10,35,27,1422,GRID,330mm
109658,10,29,39,1756,GRID,330mm
109659,10,28,39,4090,GRID,330mm
109660,10,29,30,1088,GRID,330mm
109661,10,21,24,1428,GRID,330mm
109662,10,19,22,1424,GRID,330mm
109663,10,16,42,2420,GRID,330mm
109664,10,33,26,1756,GRID,330mm
109665,10,33,22,1756,GRID,330mm
109666,10,16,39,1422,GRID,330mm
109667,10,27,29,1420,GRID,330mm
109668,10,28,26,3754,GRID,330mm
109669,10,28,20,1422,GRID,330mm
109670,20,14,8,1424,GRID,330mm
109671,10,28,22,1424,GRID,330mm
109672,10,19,8,1090,GRID,330mm
109673,10,15,37,2086,GRID,330mm
109674,10,18,34,1422,GRID,330mm
109675,10,21,18,1424,GRID,330mm
109676,10,14,41,1088,GRID,330mm
109677,10,11,42,1420,GRID,330mm
109678,10,38,17,1424,GRID,330mm
109679,10,21,29,1754,GRID,330mm
109680,10,19,30,1422,GRID,330mm
109681,20,17,15,1424,GRID,330mm
109682,20,28,18,430,GRID,330mm
109683,20,18,18,2088,GRID,330mm
109684,20,9,15,1426,GRID,330mm
109685,10,19,23,1090,GRID,330mm
109686,10,29,15,1424,GRID,330mm
109687,10,19,31,1756,GRID,330mm
109688,10,6,41,1754,GRID,330mm
109689,10,20,25,1424,GRID,330mm
109690,10,31,22,3088,GRID,330mm
109691,10,31,20,3758,GRID,330mm
109692,10,31,14,3422,GRID,330mm
109693,10,38,42,4092,GRID,330mm
109694,10,31,19,3756,GRID,330mm
109695,10,32,17,3756,GRID,330mm
109696,10,30,36,3754,GRID,330mm
109697,10,34,11,3752,GRID,330mm
109698,10,31,21,3758,GRID,330mm
109699,20,6,23,1092,GRID,330mm
109700,10,31,26,3754,GRID,330mm
109701,10,22,20,3422,GRID,330mm
109702,10,31,15,3424,GRID,330mm
109703,10,26,38,3422,GRID,330mm
109704,10,31,34,3754,GRID,330mm
109705,10,31,30,3756,GRID,330mm
109706,10,32,38,3754,GRID,330mm
109707,10,32,27,3758,GRID,330mm
109708,10,28,25,3422,GRID,330mm
109709,20,16,40,758,GRID,330mm
109710,10,28,30,3420,GRID,330mm
109711,20,17,33,2754,GRID,330mm
109712,10,36,24,2752,GRID,330mm
109713,10,32,20,4092,GRID,330mm
109714,10,21,17,3088,GRID,330mm
109715,10,35,43,3420,GRID,330mm
109716,10,30,32,3754,GRID,330mm
109717,10,30,29,3416,GRID,330mm
109718,10,38,39,3758,GRID,330mm
109719,10,30,18,3760,GRID,330mm
109720,10,15,14,2426,GRID,330mm
109721,10,30,21,3758,GRID,330mm
109722,10,35,15,3760,GRID,330mm
109723,10,30,28,3754,GRID,330mm
109724,10,31,27,3756,GRID,330mm
109725,10,30,17,3760,GRID,330mm
109726,10,29,35,3754,GRID,330mm
109727,20,12,17,2092,GRID,330mm
109728,20,11,34,428,GRID,330mm
109729,20,41,35,758,GRID,330mm
109730,20,12,32,1758,GRID,330mm
109731,20,20,29,428,GRID,330mm
109732,20,10,11,2422,GRID,330mm
109733,20,32,37,1092,GRID,330mm
109734,20,31,43,758,GRID,330mm
109735,20,31,43,426,GRID,330mm
109736,20,9,19,762,GRID,330mm
109737,20,15,29,1756,GRID,330mm
109738,10,14,39,2420,GRID,330mm
109739,10,38,23,2752,GRID,330mm
109740,10,9,37,2754,GRID,330mm
109741,10,8,39,2754,GRID,330mm
109742,10,33,32,3420,GRID,330mm
109743,20,38,36,1092,GRID,330mm
109744,20,11,17,1758,GRID,330mm
109745,20,29,20,430,GRID,330mm
109746,20,18,36,428,GRID,330mm
109747,20,7,13,1426,GRID,330mm
109748,20,18,14,2422,GRID,330mm
109749,20,27,29,758,GRID,330mm
109750,20,11,32,1754,GRID,330mm
109751,20,18,14,2090,GRID,330mm
109752,20,28,17,1094,GRID,330mm
109753,20,28,33,762,GRID,330mm
109754,10,33,13,3424,GRID,330mm
109755,20,23,25,1092,GRID,330mm
109756,10,33,39,3088,GRID,330mm
109757,20,34,27,430,GRID,330mm
109758,20,18,31,1756,GRID,330mm
109759,20,18,31,2422,GRID,330mm
109760,20,40,34,760,GRID,330mm
109761,20,7,24,762,GRID,330mm
109762,20,15,37,1094,GRID,330mm
109763,20,26,37,760,GRID,330mm
109764,20,37,43,760,GRID,330mm
109765,20,30,40,1090,GRID,330mm
109766,20,13,18,2422,GRID,330mm
109767,20,30,8,760,GRID,330mm
109768,20,30,21,1426,GRID,330mm
109769,20,22,39,1092,GRID,330mm
109770,20,18,10,1758,GRID,330mm
109771,20,12,17,2424,GRID,330mm
109772,20,38,22,1094,GRID,330mm
109773,20,16,17,1426,GRID,330mm
109774,20,37,38,1092,GRID,330mm
109775,20,11,32,760,GRID,330mm
109776,20,33,20,1094,GRID,330mm
109777,20,10,14,2092,GRID,330mm
109778,20,41,33,762,GRID,330mm
109779,20,10,15,1760,GRID,330mm
109780,20,12,25,1424,GRID,330mm
109781,20,15,25,1092,GRID,330mm
109782,20,8,18,2092,GRID,330mm
109783,20,15,37,760,GRID,330mm
109784,20,10,20,1428,GRID,330mm
109785,20,24,34,1090,GRID,330mm
109786,20,13,29,1756,GRID,330mm
109787,20,25,15,764,GRID,330mm
109788,20,18,12,3086,GRID,330mm
109789,20,34,30,1092,GRID,330mm
109790,20,32,20,1096,GRID,330mm
109791,20,31,11,758,GRID,330mm
109792,20,6,11,1754,GRID,330mm
109793,20,11,32,1424,GRID,330mm
109794,20,15,20,1426,GRID,330mm
109795,20,11,24,1424,GRID,330mm
109796,20,39,36,430,GRID,330mm
109797,20,12,19,1758,GRID,330mm
109798,20,7,9,764,GRID,330mm
109799,20,16,17,1758,GRID,330mm
109800,20,27,17,762,GRID,330mm
109801,20,20,34,428,GRID,330mm
109802,20,7,28,1758,GRID,330mm
109803,20,10,22,1422,GRID,330mm
109804,20,11,22,2422,GRID,330mm
109805,20,8,17,2090,GRID,330mm
109806,10,7,27,3756,GRID,330mm
109807,20,14,26,1756,GRID,330mm
109808,20,11,33,1756,GRID,330mm
109809,20,13,21,1756,GRID,330mm
109810,20,15,12,2422,GRID,330mm
109811,20,9,39,1092,GRID,330mm
109812,20,16,9,2090,GRID,330mm
109813,20,11,20,2090,GRID,330mm
109814,20,6,12,1756,GRID,330mm
109815,20,9,16,2092,GRID,330mm
109816,20,14,19,2090,GRID,330mm
109817,20,30,36,428,GRID,330mm
109818,20,15,32,1424,GRID,330mm
109819,10,28,24,428,GRID,330mm
109820,20,17,24,2754,GRID,330mm
109821,20,15,26,2090,GRID,330mm
109822,20,37,14,762,GRID,330mm
109823,20,9,14,1094,GRID,330mm
109824,20,15,18,2424,GRID,330mm
109825,20,13,17,1758,GRID,330mm
109826,20,12,16,2090,GRID,330mm
109827,20,11,27,1758,GRID,330mm
109828,20,18,16,2094,GRID,330mm
109829,20,23,42,760,GRID,330mm
109830,20,11,15,766,GRID,330mm
109831,20,15,16,2422,GRID,330mm
109832,20,18,12,2752,GRID,330mm
109833,20,6,18,1426,GRID,330mm
109834,20,9,19,1426,GRID,330mm
109835,20,14,9,1094,GRID,330mm
109836,20,22,8,762,GRID,330mm
109837,20,23,41,758,GRID,330mm
109838,20,11,22,2090,GRID,330mm
109840,20,14,27,1092,GRID,330mm
109841,20,16,9,1424,GRID,330mm
109842,20,10,25,1756,GRID,330mm
109843,20,29,9,428,GRID,330mm
109844,20,18,30,2088,GRID,330mm
109845,20,14,16,1760,GRID,330mm
109846,20,12,13,1426,GRID,330mm
109847,20,39,35,428,GRID,330mm
109848,20,11,29,1424,GRID,330mm
109849,20,14,38,426,GRID,330mm
109850,20,13,8,1758,GRID,330mm
109851,20,18,12,1092,GRID,330mm
109852,20,23,26,1094,GRID,330mm
109853,20,6,17,3086,GRID,330mm
109854,20,15,28,1090,GRID,330mm
109855,20,18,39,1092,GRID,330mm
109856,20,23,43,760,GRID,330mm
109857,20,21,35,1422,GRID,330mm
109858,20,23,18,762,GRID,330mm
109859,20,33,15,1094,GRID,330mm
109860,20,21,31,428,GRID,330mm
109861,20,18,12,4090,GRID,330mm
109862,20,17,29,1756,GRID,330mm
109863,20,33,16,1092,GRID,330mm
109864,20,14,27,1424,GRID,330mm
109865,20,8,30,1426,GRID,330mm
109866,20,19,36,426,GRID,330mm
109867,20,10,21,1756,GRID,330mm
109868,20,7,8,1760,GRID,330mm
109869,20,9,12,2088,GRID,330mm
109870,20,7,19,1424,GRID,330mm
109872,20,31,10,760,GRID,330mm
109873,20,6,33,3756,GRID,330mm
109874,20,14,31,760,GRID,330mm
109875,20,18,20,2090,GRID,330mm
109876,20,23,32,760,GRID,330mm
109877,20,23,24,1096,GRID,330mm
109878,20,18,12,2420,GRID,330mm
109879,20,18,28,2422,GRID,330mm
109880,10,17,13,4094,GRID,330mm
109881,20,17,9,2424,GRID,330mm
109882,20,18,12,4426,GRID,330mm
109883,20,16,26,1424,GRID,330mm
109884,10,39,38,3420,GRID,330mm
109885,10,15,9,2422,GRID,330mm
109886,20,28,8,428,GRID,330mm
109887,20,8,11,1426,GRID,330mm
109888,20,8,11,762,GRID,330mm
109889,20,26,23,430,GRID,330mm
109890,20,7,13,1758,GRID,330mm
109891,10,32,33,3754,GRID,330mm
109892,10,19,13,2754,GRID,330mm
109893,10,34,13,3420,GRID,330mm
109894,10,28,11,3422,GRID,330mm
109895,10,24,25,3086,GRID,330mm
109896,10,24,8,2752,GRID,330mm
109897,10,35,11,3416,GRID,330mm
109898,10,37,15,3424,GRID,330mm
109899,10,34,10,3750,GRID,330mm
109900,10,31,11,3420,GRID,330mm
109901,10,35,13,3088,GRID,330mm
109902,10,31,35,3418,GRID,330mm
109903,10,30,26,3084,GRID,330mm
109904,10,30,22,3420,GRID,330mm
109905,10,32,26,3088,GRID,330mm
109906,10,35,18,3758,GRID,330mm
109907,10,34,32,3754,GRID,330mm
109908,10,32,38,4088,GRID,330mm
109909,10,27,15,3424,GRID,330mm
109910,10,17,25,5100,GRID,330mm
109911,10,30,31,2088,GRID,330mm
109912,10,31,32,3758,GRID,330mm
109913,10,29,22,3422,GRID,330mm
109914,10,34,12,3416,GRID,330mm
109915,10,31,16,3758,GRID,330mm
109916,10,30,14,3758,GRID,330mm
109917,20,18,18,2420,GRID,330mm
109918,20,31,19,430,GRID,330mm
109919,20,33,33,428,GRID,330mm
109920,20,14,20,1756,GRID,330mm
109921,20,30,11,1756,GRID,330mm
109922,20,23,32,430,GRID,330mm
109923,20,12,34,760,GRID,330mm
109924,20,31,18,1094,GRID,330mm
109925,20,25,41,758,GRID,330mm
109926,20,8,12,3086,GRID,330mm
109927,20,28,17,762,GRID,330mm
109928,20,29,18,762,GRID,330mm
109929,20,16,21,1426,GRID,330mm
109930,20,6,17,2420,GRID,330mm
109931,10,11,28,2754,GRID,330mm
109932,20,22,40,760,GRID,330mm
109933,20,18,24,3088,GRID,330mm
109934,10,8,23,3420,GRID,330mm
109935,20,17,39,1424,GRID,330mm
109936,20,17,13,2758,GRID,330mm
109937,20,14,28,2090,GRID,330mm
109938,20,18,12,3754,GRID,330mm
109939,20,20,32,1758,GRID,330mm
109940,20,20,34,760,GRID,330mm
109941,10,10,27,4094,GRID,330mm
109942,20,11,8,1094,GRID,330mm
109943,10,17,17,5102,GRID,330mm
109944,10,12,14,4428,GRID,330mm
109945,10,9,18,4092,GRID,330mm
109946,10,17,11,4428,GRID,330mm
109947,10,14,18,4096,GRID,330mm
109948,10,9,16,3760,GRID,330mm
109949,10,7,15,3758,GRID,330mm
109950,10,15,15,3758,GRID,330mm
109951,10,7,18,3756,GRID,330mm
109952,10,12,8,3422,GRID,330mm
109953,10,13,14,3758,GRID,330mm
109954,10,10,12,3758,GRID,330mm
109955,10,6,20,4090,GRID,330mm
109956,10,14,16,4432,GRID,330mm
109957,10,13,15,4092,GRID,330mm
109958,10,16,17,4430,GRID,330mm
109959,10,12,20,4092,GRID,330mm
109960,10,15,18,4768,GRID,330mm
109961,10,15,8,4090,GRID,330mm
109962,20,17,15,1756,GRID,330mm
109963,10,10,13,4092,GRID,330mm
109964,10,14,19,4094,GRID,330mm
109965,10,9,12,3758,GRID,330mm
109966,10,13,19,4092,GRID,330mm
109967,10,12,19,4430,GRID,330mm
109968,10,18,22,5102,GRID,330mm
109969,10,9,13,4092,GRID,330mm
109970,10,15,17,4094,GRID,330mm
109971,10,8,16,3756,GRID,330mm
109972,10,6,14,4092,GRID,330mm
109973,20,39,14,428,GRID,330mm
109974,20,10,29,1756,GRID,330mm
109975,20,28,17,430,GRID,330mm
109976,20,28,36,762,GRID,330mm
109977,20,17,42,428,GRID,330mm
109978,10,8,12,3754,GRID,330mm
109979,10,14,15,4092,GRID,330mm
109980,10,13,9,3756,GRID,330mm
109981,10,6,11,4090,GRID,330mm
109982,10,14,9,3422,GRID,330mm
109983,10,31,13,2750,GRID,330mm
109984,10,40,37,3082,GRID,330mm
109985,10,39,40,3422,GRID,330mm
109986,10,16,34,1090,GRID,330mm
109987,20,14,22,2092,GRID,330mm
109988,10,25,32,2752,GRID,330mm
109989,10,16,12,2756,GRID,330mm
109990,10,33,15,3424,GRID,330mm
109991,10,36,43,3088,GRID,330mm
109992,10,35,28,2418,GRID,330mm
109993,10,34,25,2754,GRID,330mm
109994,10,40,34,3424,GRID,330mm
109995,10,31,27,3086,GRID,330mm
109996,10,28,28,2420,GRID,330mm
109997,10,33,40,3084,GRID,330mm
109998,10,31,10,2752,GRID,330mm
109999,20,15,21,2422,GRID,330mm
110000,10,30,39,2084,GRID,330mm
110001,10,7,15,3424,GRID,330mm
110002,10,13,17,3758,GRID,330mm
110003,10,6,15,3420,GRID,330mm
110004,10,6,15,3756,GRID,330mm
110005,10,12,17,3758,GRID,330mm
110006,10,9,19,3756,GRID,330mm
110007,10,6,16,2752,GRID,330mm
110008,10,7,16,3422,GRID,330mm
110009,10,6,16,3422,GRID,330mm
110010,20,13,21,1424,GRID,330mm
110011,20,10,28,1756,GRID,330mm
110012,10,8,15,3422,GRID,330mm
110013,10,10,15,3760,GRID,330mm
110014,10,6,21,4088,GRID,330mm
110015,10,6,16,3754,GRID,330mm
110016,10,11,16,3756,GRID,330mm
110017,10,9,16,3426,GRID,330mm
110018,10,13,20,4426,GRID,330mm
110019,20,15,31,1424,GRID,330mm
110020,20,13,33,1092,GRID,330mm
110021,10,8,16,3422,GRID,330mm
110022,10,11,18,4096,GRID,330mm
110023,10,6,14,3758,GRID,330mm
110024,10,6,16,4090,GRID,330mm
110025,10,15,19,4094,GRID,330mm
110026,10,6,15,3086,GRID,330mm
110027,10,9,21,2754,GRID,330mm
110028,10,10,14,3760,GRID,330mm
110029,10,6,17,4428,GRID,330mm
110030,10,14,14,3758,GRID,330mm
110031,20,33,13,760,GRID,330mm
110032,10,7,16,3756,GRID,330mm
110033,10,7,16,3088,GRID,330mm
110034,10,9,17,3756,GRID,330mm
110035,10,10,18,4094,GRID,330mm
110036,20,24,34,760,GRID,330mm
110037,20,9,12,2422,GRID,330mm
110038,20,31,32,1092,GRID,330mm
110039,20,23,37,760,GRID,330mm
110040,20,6,43,98,GRID,330mm
110041,20,7,31,3086,GRID,330mm
110042,20,32,26,762,GRID,330mm
110043,20,6,35,1092,GRID,330mm
110044,20,16,9,2422,GRID,330mm
110045,20,15,22,1426,GRID,330mm
110046,20,18,26,2424,GRID,330mm
110047,20,17,34,430,GRID,330mm
110048,20,14,22,1760,GRID,330mm
110049,20,30,23,762,GRID,330mm
110050,20,25,14,430,GRID,330mm
110051,20,13,38,430,GRID,330mm
110052,20,10,38,762,GRID,330mm
110053,20,14,21,1758,GRID,330mm
110054,20,6,8,432,GRID,330mm
110055,20,27,22,1092,GRID,330mm
110056,20,10,27,1426,GRID,330mm
110057,20,36,43,760,GRID,330mm
110058,20,33,36,760,GRID,330mm
110059,20,30,27,1092,GRID,330mm
110060,20,23,43,1092,GRID,330mm
110061,20,24,21,1092,GRID,330mm
110062,20,7,18,2090,GRID,330mm
110063,20,17,23,1092,GRID,330mm
110064,20,25,17,430,GRID,330mm
110065,20,17,30,1756,GRID,330mm
110066,20,39,39,760,GRID,330mm
110067,20,13,25,1758,GRID,330mm
110068,20,7,33,428,GRID,330mm
110069,20,22,26,428,GRID,330mm
110070,20,18,12,1756,GRID,330mm
110071,20,33,32,1092,GRID,330mm
110072,20,20,25,764,GRID,330mm
110073,20,32,20,764,GRID,330mm
110074,20,12,26,1424,GRID,330mm
110075,20,17,29,2420,GRID,330mm
110076,20,8,21,2420,GRID,330mm
110077,20,12,10,1092,GRID,330mm
110078,20,16,28,2090,GRID,330mm
110079,20,10,19,1758,GRID,330mm
110080,20,7,14,1758,GRID,330mm
110081,20,13,16,1756,GRID,330mm
110082,20,14,18,764,GRID,330mm
110083,20,17,31,2090,GRID,330mm
110084,20,11,9,762,GRID,330mm
110085,20,15,32,1756,GRID,330mm
110086,20,34,37,762,GRID,330mm
110087,20,12,21,2758,GRID,330mm
110088,20,16,19,1756,GRID,330mm
110089,20,15,27,2090,GRID,330mm
110090,20,17,9,2092,GRID,330mm
110091,20,25,22,1094,GRID,330mm
110092,20,11,15,2092,GRID,330mm
110093,20,10,12,2090,GRID,330mm
110094,20,9,17,1424,GRID,330mm
110095,20,36,21,764,GRID,330mm
110096,20,8,18,1760,GRID,330mm
110097,20,12,27,1426,GRID,330mm
110098,20,18,23,3422,GRID,330mm
110099,20,16,33,1756,GRID,330mm
110100,20,9,39,760,GRID,330mm
110101,20,25,17,1092,GRID,330mm
110102,20,9,20,1096,GRID,330mm
110103,20,28,27,760,GRID,330mm
110104,20,7,12,2420,GRID,330mm
110105,20,9,25,2088,GRID,330mm
110106,20,8,30,2090,GRID,330mm
110107,20,40,43,762,GRID,330mm
110108,20,37,43,430,GRID,330mm
110109,10,7,17,3420,GRID,330mm
110110,10,11,16,3422,GRID,330mm
110111,10,6,23,4426,GRID,330mm
110112,10,12,21,4768,GRID,330mm
110113,10,14,17,3758,GRID,330mm
110114,10,9,13,3756,GRID,330mm
110115,10,9,14,4094,GRID,330mm
110116,10,8,16,3086,GRID,330mm
110117,10,12,14,4092,GRID,330mm
110118,20,18,33,1424,GRID,330mm
110119,20,32,25,1756,GRID,330mm
110120,10,9,15,3758,GRID,330mm
110121,10,13,15,3756,GRID,330mm
110122,10,9,18,3756,GRID,330mm
110123,10,16,15,4094,GRID,330mm
110124,10,17,26,4766,GRID,330mm
110125,10,16,25,3756,GRID,330mm
110126,10,8,19,3424,GRID,330mm
110127,10,6,15,2754,GRID,330mm
110128,10,7,22,3756,GRID,330mm
110129,10,15,14,3760,GRID,330mm
110130,10,12,18,3758,GRID,330mm
110131,10,6,18,3088,GRID,330mm
110132,10,14,16,4096,GRID,330mm
110133,10,13,18,3756,GRID,330mm
110134,10,10,15,3426,GRID,330mm
110135,10,6,22,4092,GRID,330mm
110136,10,11,15,4430,GRID,330mm
110137,10,11,9,3086,GRID,330mm
110138,10,8,17,3422,GRID,330mm
110139,10,18,16,4428,GRID,330mm
110140,20,30,17,1092,GRID,330mm
110141,20,10,26,760,GRID,330mm
110142,20,41,32,760,GRID,330mm
110143,20,15,21,2754,GRID,330mm
110144,20,6,17,2754,GRID,330mm
110145,10,10,14,2758,GRID,330mm
110146,10,7,13,3424,GRID,330mm
110147,10,10,16,3760,GRID,330mm
110148,10,7,16,2754,GRID,330mm
110149,10,7,14,3424,GRID,330mm
110150,20,18,40,426,GRID,330mm
110151,20,12,22,1754,GRID,330mm
110152,10,22,30,3422,GRID,330mm
110153,10,29,10,3086,GRID,330mm
110154,20,31,11,428,GRID,330mm
110155,20,13,36,426,GRID,330mm
110156,20,13,32,2088,GRID,330mm
110157,20,18,26,2756,GRID,330mm
110158,20,19,14,430,GRID,330mm
110159,20,13,21,1092,GRID,330mm
110160,20,14,19,2424,GRID,330mm
110161,20,14,33,1422,GRID,330mm
110162,20,9,12,2756,GRID,330mm
110163,20,12,23,2754,GRID,330mm
110164,20,38,22,760,GRID,330mm
110165,20,10,9,1424,GRID,330mm
110166,20,11,36,758,GRID,330mm
110167,20,13,15,1426,GRID,330mm
110168,20,32,37,760,GRID,330mm
110169,20,20,13,1094,GRID,330mm
110170,20,19,43,758,GRID,330mm
110171,20,25,28,1092,GRID,330mm
110172,20,18,10,2090,GRID,330mm
110173,20,15,11,1756,GRID,330mm
110174,20,12,20,2420,GRID,330mm
110175,20,11,22,1758,GRID,330mm
110176,20,11,15,1758,GRID,330mm
110177,20,11,20,1758,GRID,330mm
110178,20,28,16,1094,GRID,330mm
110179,20,36,43,1092,GRID,330mm
110180,20,15,21,3088,GRID,330mm
110181,20,17,30,1092,GRID,330mm
110182,20,28,30,760,GRID,330mm
110183,20,12,20,2756,GRID,330mm
110184,20,23,25,1424,GRID,330mm
110185,20,37,38,760,GRID,330mm
110186,20,20,23,430,GRID,330mm
110187,20,17,12,1758,GRID,330mm
110188,20,6,9,1094,GRID,330mm
110189,20,38,40,760,GRID,330mm
110190,20,14,8,2090,GRID,330mm
110191,20,23,33,1094,GRID,330mm
110192,20,17,28,2088,GRID,330mm
110193,20,13,41,758,GRID,330mm
110194,20,25,20,762,GRID,330mm
110195,20,17,26,1756,GRID,330mm
110196,20,20,23,762,GRID,330mm
110197,20,17,33,2422,GRID,330mm
110198,20,10,42,1422,GRID,330mm
110199,20,10,21,2088,GRID,330mm
110200,20,8,16,2090,GRID,330mm
110201,20,41,32,1090,GRID,330mm
110202,20,14,17,1760,GRID,330mm
110203,20,34,37,1094,GRID,330mm
110204,20,15,20,2090,GRID,330mm
110205,20,10,43,1092,GRID,330mm
110206,20,25,32,760,GRID,330mm
110207,20,8,26,1756,GRID,330mm
110208,20,18,29,2090,GRID,330mm
110209,20,17,28,1422,GRID,330mm
110210,20,17,29,2088,GRID,330mm
110211,20,22,42,428,GRID,330mm
