Bin,Content,X,Y,Depth,Mode,Type
103085,10,35,8,1424,GRID,330mm
103086,10,32,38,1420,GRID,330mm
103087,10,37,41,2088,GRID,330mm
103088,10,22,24,762,GRID,330mm
103089,10,25,31,760,GRID,330mm
103090,10,10,17,3088,GRID,330mm
103091,10,37,14,1758,GRID,330mm
103092,10,22,12,1096,GRID,330mm
103093,10,27,28,1422,GRID,330mm
103094,10,36,15,1092,GRID,330mm
103095,10,31,22,430,GRID,330mm
103096,10,27,20,760,GRID,330mm
103097,10,31,14,430,GRID,330mm
103098,10,25,42,1422,GRID,330mm
103099,10,30,8,1094,GRID,330mm
103100,10,22,19,1094,GRID,330mm
103101,10,30,10,1424,GRID,330mm
103102,10,37,27,1094,GRID,330mm
103103,10,36,28,1424,GRID,330mm
103104,10,36,26,1424,GRID,330mm
103105,10,37,22,1424,GRID,330mm
103106,10,25,10,760,GRID,330mm
103107,10,32,19,1424,GRID,330mm
103108,10,24,9,1092,GRID,330mm
103109,10,17,25,4090,GRID,330mm
103110,10,24,23,1092,GRID,330mm
103111,10,25,15,1426,GRID,330mm
103112,10,24,26,1092,GRID,330mm
103113,10,11,24,3088,GRID,330mm
103114,10,41,41,1758,GRID,330mm
103115,10,16,23,1424,GRID,330mm
103116,10,23,16,760,GRID,330mm
103117,10,23,42,1754,GRID,330mm
103118,10,14,42,1092,GRID,330mm
103119,10,32,15,2092,GRID,330mm
103120,10,21,20,1092,GRID,330mm
103121,10,15,33,3086,GRID,330mm
103122,10,15,33,4090,GRID,330mm
103123,10,24,27,1422,GRID,330mm
103124,10,36,42,1422,GRID,330mm
103125,10,24,43,1756,GRID,330mm
103126,10,41,43,1420,GRID,330mm
103127,10,34,23,1092,GRID,330mm
103128,10,13,28,3088,GRID,330mm
103129,10,36,17,1090,GRID,330mm
103130,10,25,19,1094,GRID,330mm
103131,10,11,31,3422,GRID,330mm
103132,10,20,36,1422,GRID,330mm
103133,10,34,16,1096,GRID,330mm
103134,10,14,33,3420,GRID,330mm
103135,10,16,42,1754,GRID,330mm
103136,10,17,13,3090,GRID,330mm
103137,10,33,30,1424,GRID,330mm
103138,10,20,17,760,GRID,330mm
103139,10,17,12,3422,GRID,330mm
103140,10,35,19,1424,GRID,330mm
103141,10,34,20,760,GRID,330mm
103142,10,35,18,1092,GRID,330mm
103143,10,36,29,1422,GRID,330mm
103144,10,18,33,3756,GRID,330mm
103145,10,19,36,1092,GRID,330mm
103146,10,37,15,762,GRID,330mm
103147,10,23,26,1426,GRID,330mm
103148,10,35,36,2086,GRID,330mm
103149,10,39,29,2418,GRID,330mm
103150,10,30,27,2422,GRID,330mm
103151,10,37,34,4090,GRID,330mm
103152,10,40,28,2086,GRID,330mm
103153,10,38,32,3088,GRID,330mm
103154,10,29,33,2420,GRID,330mm
103155,10,30,22,2422,GRID,330mm
103156,10,40,32,2752,GRID,330mm
103157,10,28,33,3756,GRID,330mm
103158,10,17,43,2086,GRID,330mm
103159,10,29,31,2420,GRID,330mm
103160,10,30,28,2418,GRID,330mm
103161,10,24,24,2088,GRID,330mm
103162,10,36,37,3754,GRID,330mm
103163,10,25,34,2086,GRID,330mm
103164,10,21,42,2418,GRID,330mm
103165,10,22,41,2418,GRID,330mm
103166,10,27,35,3422,GRID,330mm
103167,10,34,38,2418,GRID,330mm
103168,10,38,29,3752,GRID,330mm
103169,10,36,39,2418,GRID,330mm
103170,10,29,32,2422,GRID,330mm
103171,10,30,17,2756,GRID,330mm
103172,10,40,27,2418,GRID,330mm
103173,10,37,29,3752,GRID,330mm
103174,10,26,37,2420,GRID,330mm
103175,10,27,35,2420,GRID,330mm
103176,10,31,36,2422,GRID,330mm
103177,10,7,20,4090,GRID,330mm
103178,10,24,34,2088,GRID,330mm
103179,10,36,36,3086,GRID,330mm
103180,10,30,34,2420,GRID,330mm
103181,10,33,28,2420,GRID,330mm
103182,10,32,39,2420,GRID,330mm
103183,10,35,36,1754,GRID,330mm
103184,10,22,27,2088,GRID,330mm
103185,10,26,43,2420,GRID,330mm
103186,10,28,39,2420,GRID,330mm
103187,10,38,33,1754,GRID,330mm
103188,10,29,42,2086,GRID,330mm
103189,10,10,31,3420,GRID,330mm
103190,10,31,40,760,GRID,330mm
103191,10,36,27,762,GRID,330mm
103192,10,28,11,1094,GRID,330mm
103193,10,35,27,1754,GRID,330mm
103194,10,38,28,1752,GRID,330mm
103195,10,40,35,3086,GRID,330mm
103196,10,28,19,1754,GRID,330mm
103197,10,41,43,2750,GRID,330mm
103198,10,35,29,2088,GRID,330mm
103199,10,28,20,2088,GRID,330mm
103200,10,36,27,1752,GRID,330mm
103201,10,32,38,2418,GRID,330mm
103202,10,36,26,2418,GRID,330mm
103203,10,26,15,2090,GRID,330mm
103204,10,26,16,1754,GRID,330mm
103205,10,14,43,1088,GRID,330mm
103206,10,18,41,754,GRID,330mm
103207,10,10,23,2754,GRID,330mm
103208,10,26,24,1424,GRID,330mm
103209,10,11,16,2754,GRID,330mm
103210,10,33,22,1092,GRID,330mm
103211,10,22,27,1424,GRID,330mm
103212,10,37,24,1094,GRID,330mm
103213,10,30,14,1426,GRID,330mm
103214,10,28,37,1424,GRID,330mm
103215,10,27,23,760,GRID,330mm
103216,10,19,17,1424,GRID,330mm
103217,10,29,25,760,GRID,330mm
103218,10,22,20,1424,GRID,330mm
103219,10,21,37,1424,GRID,330mm
103220,10,23,12,1094,GRID,330mm
103221,10,16,38,760,GRID,330mm
103222,10,24,22,1756,GRID,330mm
103223,10,32,13,1090,GRID,330mm
103224,10,22,18,762,GRID,330mm
103225,10,39,13,1090,GRID,330mm
103226,10,23,35,2420,GRID,330mm
103227,10,21,17,760,GRID,330mm
103228,10,28,10,1094,GRID,330mm
103229,10,14,18,3090,GRID,330mm
103230,10,15,20,3758,GRID,330mm
103231,10,19,17,762,GRID,330mm
103232,10,41,22,762,GRID,330mm
103233,10,37,41,1754,GRID,330mm
103234,10,36,18,430,GRID,330mm
103235,10,36,19,762,GRID,330mm
103236,10,34,10,1090,GRID,330mm
103237,10,41,43,1088,GRID,330mm
103238,10,11,24,4426,GRID,330mm
103239,10,16,21,5106,GRID,330mm
103240,10,10,9,3756,GRID,330mm
103241,10,38,32,2422,GRID,330mm
103242,10,22,37,1752,GRID,330mm
103243,10,16,20,4428,GRID,330mm
103244,10,38,9,1422,GRID,330mm
103245,10,7,32,4092,GRID,330mm
103246,10,25,29,1090,GRID,330mm
103247,10,14,31,4424,GRID,330mm
103248,10,11,27,4426,GRID,330mm
103249,10,9,24,4424,GRID,330mm
103250,10,29,17,1426,GRID,330mm
103251,10,41,22,1092,GRID,330mm
103252,10,22,17,1094,GRID,330mm
103253,10,12,31,2752,GRID,330mm
103254,10,10,26,3420,GRID,330mm
103255,10,22,32,2422,GRID,330mm
103256,10,19,11,760,GRID,330mm
103257,10,41,25,3086,GRID,330mm
103258,10,27,34,1092,GRID,330mm
103259,10,27,9,762,GRID,330mm
103260,10,14,32,3420,GRID,330mm
103261,10,7,30,5102,GRID,330mm
103262,10,28,9,1092,GRID,330mm
103263,10,21,21,1092,GRID,330mm
103264,10,23,10,1092,GRID,330mm
103265,10,24,12,1092,GRID,330mm
103266,10,39,21,1426,GRID,330mm
103267,10,18,17,3756,GRID,330mm
103268,10,34,11,3418,GRID,330mm
103269,10,28,39,1090,GRID,330mm
103270,10,23,12,762,GRID,330mm
103271,10,13,15,4428,GRID,330mm
103272,10,35,16,1092,GRID,330mm
103273,10,7,9,4092,GRID,330mm
103274,10,13,8,4090,GRID,330mm
103275,10,39,19,762,GRID,330mm
103276,10,34,40,1754,GRID,330mm
103277,10,11,30,3754,GRID,330mm
103278,10,40,39,1754,GRID,330mm
103279,10,15,14,4430,GRID,330mm
103280,10,7,13,3090,GRID,330mm
103281,10,13,10,4428,GRID,330mm
103282,10,13,9,4428,GRID,330mm
103283,10,7,13,4092,GRID,330mm
103284,10,15,13,4428,GRID,330mm
103285,10,12,14,4764,GRID,330mm
103286,10,7,8,3756,GRID,330mm
103287,10,40,43,1092,GRID,330mm
103288,10,15,12,4764,GRID,330mm
103289,10,12,8,4090,GRID,330mm
103290,10,14,8,4430,GRID,330mm
103291,10,13,31,3422,GRID,330mm
103292,10,16,13,4428,GRID,330mm
103293,10,12,15,4766,GRID,330mm
103294,10,11,10,4090,GRID,330mm
103295,10,6,10,3752,GRID,330mm
103296,10,10,12,4092,GRID,330mm
103297,10,36,39,1092,GRID,330mm
103298,10,7,11,1756,GRID,330mm
103299,10,40,31,1422,GRID,330mm
103300,10,18,40,1754,GRID,330mm
103301,10,40,41,1756,GRID,330mm
103302,10,37,18,762,GRID,330mm
103303,10,8,12,4088,GRID,330mm
103304,10,35,37,1422,GRID,330mm
103305,10,26,25,1094,GRID,330mm
103306,10,36,37,762,GRID,330mm
103307,10,41,35,1422,GRID,330mm
103308,10,31,17,1424,GRID,330mm
103309,10,10,26,3086,GRID,330mm
103310,10,15,23,5102,GRID,330mm
103311,10,16,23,5100,GRID,330mm
103312,10,10,20,3422,GRID,330mm
103313,10,16,30,3090,GRID,330mm
103314,10,36,33,1094,GRID,330mm
103315,10,23,19,1094,GRID,330mm
103316,10,29,20,1092,GRID,330mm
103317,10,28,9,1424,GRID,330mm
103318,10,15,32,4090,GRID,330mm
103319,10,27,11,1092,GRID,330mm
103320,10,40,18,762,GRID,330mm
103321,10,37,25,1758,GRID,330mm
103322,10,16,22,4766,GRID,330mm
103323,10,40,17,1424,GRID,330mm
103324,10,25,24,760,GRID,330mm
103325,10,20,27,1756,GRID,330mm
103326,10,36,18,3754,GRID,330mm
103327,10,29,40,1754,GRID,330mm
103328,10,23,20,2422,GRID,330mm
103329,10,26,20,3756,GRID,330mm
103330,10,16,22,5100,GRID,330mm
103331,10,28,21,760,GRID,330mm
103332,10,27,21,1424,GRID,330mm
103333,10,30,28,1090,GRID,330mm
103334,10,16,29,3756,GRID,330mm
103335,10,35,24,1756,GRID,330mm
103336,10,9,33,4090,GRID,330mm
103337,10,13,40,1424,GRID,330mm
103338,10,17,15,3756,GRID,330mm
103339,10,34,17,1094,GRID,330mm
103340,10,22,16,1426,GRID,330mm
103341,10,34,21,1094,GRID,330mm
103342,10,36,24,3754,GRID,330mm
103343,10,39,19,2418,GRID,330mm
103344,10,23,22,2422,GRID,330mm
103345,10,33,26,2088,GRID,330mm
103346,10,28,22,3088,GRID,330mm
103347,10,39,43,1754,GRID,330mm
103348,10,18,22,3756,GRID,330mm
103349,10,15,19,2756,GRID,330mm
103350,10,27,43,1092,GRID,330mm
103351,10,9,31,3088,GRID,330mm
103352,10,40,30,1092,GRID,330mm
103353,10,36,8,760,GRID,330mm
103354,10,41,20,1090,GRID,330mm
103355,10,24,10,2090,GRID,330mm
103356,10,29,40,1090,GRID,330mm
103357,10,36,42,1092,GRID,330mm
103358,10,22,22,1424,GRID,330mm
103359,10,19,41,758,GRID,330mm
103360,10,35,38,1092,GRID,330mm
103361,10,25,9,430,GRID,330mm
103362,10,37,8,1088,GRID,330mm
103363,10,17,17,4090,GRID,330mm
103364,10,24,20,1424,GRID,330mm
103365,10,9,20,3420,GRID,330mm
103366,10,10,9,3420,GRID,330mm
103367,10,28,18,2424,GRID,330mm
103368,10,39,41,3422,GRID,330mm
103369,10,10,37,3084,GRID,330mm
103370,10,33,18,2090,GRID,330mm
103371,10,18,22,2424,GRID,330mm
103372,10,15,22,5104,GRID,330mm
103373,10,14,28,3756,GRID,330mm
103374,10,14,22,4764,GRID,330mm
103375,10,32,20,1428,GRID,330mm
103376,10,15,19,3424,GRID,330mm
103377,10,14,30,4088,GRID,330mm
103378,10,19,8,1420,GRID,330mm
103379,10,31,22,1754,GRID,330mm
103380,10,31,21,1094,GRID,330mm
103381,10,16,15,3092,GRID,330mm
103382,10,19,19,3756,GRID,330mm
103383,10,8,18,3756,GRID,330mm
103384,10,41,22,4092,GRID,330mm
103385,10,22,20,4094,GRID,330mm
103386,10,20,20,3754,GRID,330mm
103387,10,35,42,4428,GRID,330mm
103388,10,19,20,3754,GRID,330mm
103389,10,32,22,1756,GRID,330mm
103390,10,22,10,3754,GRID,330mm
103391,10,19,33,4428,GRID,330mm
103392,10,31,29,1420,GRID,330mm
103393,10,6,37,4088,GRID,330mm
103394,10,20,22,3754,GRID,330mm
103395,10,26,16,1422,GRID,330mm
103396,10,28,36,1092,GRID,330mm
103397,10,37,43,1426,GRID,330mm
103398,10,39,40,1092,GRID,330mm
103399,10,14,32,3754,GRID,330mm
103400,10,27,32,1424,GRID,330mm
103401,10,29,30,758,GRID,330mm
103402,10,15,14,2756,GRID,330mm
103403,10,23,42,1422,GRID,330mm
103404,10,25,21,1422,GRID,330mm
103405,10,23,25,2088,GRID,330mm
103406,10,21,21,1424,GRID,330mm
103407,10,37,17,2088,GRID,330mm
103408,10,16,35,1420,GRID,330mm
103409,10,22,39,2088,GRID,330mm
103410,10,28,19,1422,GRID,330mm
103411,10,25,29,4088,GRID,330mm
103412,10,25,22,1758,GRID,330mm
103413,10,11,19,4430,GRID,330mm
103414,10,37,30,3086,GRID,330mm
103415,10,29,37,2752,GRID,330mm
103416,10,29,25,2418,GRID,330mm
103417,10,29,12,3088,GRID,330mm
103418,10,10,39,2752,GRID,330mm
103419,10,9,41,2418,GRID,330mm
103420,10,40,39,3754,GRID,330mm
103421,10,28,15,3090,GRID,330mm
103422,10,31,18,2754,GRID,330mm
103423,10,35,12,3418,GRID,330mm
103424,10,35,42,3086,GRID,330mm
103425,10,19,9,2754,GRID,330mm
103426,10,33,14,2754,GRID,330mm
103427,10,30,38,1092,GRID,330mm
103428,10,33,41,1422,GRID,330mm
103429,10,18,19,3754,GRID,330mm
103430,10,29,38,1422,GRID,330mm
103431,10,41,28,1092,GRID,330mm
103432,10,18,13,3760,GRID,330mm
103433,10,37,16,2088,GRID,330mm
103434,10,27,11,4094,GRID,330mm
103435,10,30,34,1094,GRID,330mm
103436,10,17,35,1422,GRID,330mm
103437,10,8,43,2090,GRID,330mm
103438,10,26,11,3756,GRID,330mm
103439,10,28,10,4090,GRID,330mm
103440,10,24,19,1420,GRID,330mm
103441,10,15,38,1422,GRID,330mm
103442,10,37,17,2422,GRID,330mm
103443,10,25,8,1754,GRID,330mm
103444,10,24,11,3756,GRID,330mm
103445,10,30,11,2422,GRID,330mm
103446,10,26,10,1756,GRID,330mm
103447,10,26,14,1756,GRID,330mm
103448,10,27,11,1756,GRID,330mm
103449,10,23,19,3752,GRID,330mm
103450,10,8,41,1756,GRID,330mm
103451,10,28,9,2086,GRID,330mm
103452,10,24,13,1422,GRID,330mm
103453,10,24,27,4090,GRID,330mm
103454,10,21,9,1754,GRID,330mm
103455,10,25,37,3754,GRID,330mm
103456,10,27,25,3752,GRID,330mm
103457,10,38,39,4088,GRID,330mm
103458,10,27,28,3754,GRID,330mm
103459,10,8,36,2088,GRID,330mm
103460,10,27,35,4094,GRID,330mm
103461,10,15,40,1418,GRID,330mm
103462,10,27,30,4090,GRID,330mm
103463,10,28,25,2088,GRID,330mm
103464,10,21,15,2422,GRID,330mm
103465,10,38,12,1422,GRID,330mm
103466,10,38,36,3422,GRID,330mm
103467,10,29,43,2752,GRID,330mm
103468,10,39,21,3090,GRID,330mm
103469,10,40,20,3088,GRID,330mm
103470,10,41,23,3086,GRID,330mm
103471,10,19,25,2754,GRID,330mm
103472,10,29,20,2756,GRID,330mm
103473,10,19,19,2420,GRID,330mm
103474,10,30,13,2754,GRID,330mm
103475,10,26,17,3756,GRID,330mm
103476,10,8,36,3086,GRID,330mm
103477,10,36,15,2756,GRID,330mm
103478,10,26,8,2416,GRID,330mm
103479,10,14,36,2088,GRID,330mm
103480,10,14,39,2086,GRID,330mm
103481,10,36,16,2424,GRID,330mm
103482,10,36,18,2086,GRID,330mm
103483,10,37,12,2416,GRID,330mm
103484,10,20,31,1754,GRID,330mm
103485,10,19,26,2090,GRID,330mm
103486,10,27,18,2088,GRID,330mm
103487,10,21,17,1754,GRID,330mm
103488,10,19,38,2088,GRID,330mm
103489,10,28,11,2420,GRID,330mm
103490,10,32,38,2750,GRID,330mm
103491,10,12,38,2086,GRID,330mm
103492,10,7,42,2754,GRID,330mm
103493,10,22,10,1422,GRID,330mm
103494,10,39,9,2084,GRID,330mm
103495,10,26,35,2086,GRID,330mm
103496,10,16,38,2418,GRID,330mm
103497,10,6,39,2754,GRID,330mm
103498,10,10,37,2752,GRID,330mm
103499,10,30,10,3086,GRID,330mm
103500,10,19,10,1422,GRID,330mm
103501,10,19,11,1756,GRID,330mm
103502,10,32,38,3084,GRID,330mm
103503,10,39,14,2752,GRID,330mm
103504,10,36,21,2752,GRID,330mm
103505,10,15,28,3754,GRID,330mm
103506,10,31,13,3752,GRID,330mm
103507,10,19,9,2090,GRID,330mm
103508,10,29,41,2418,GRID,330mm
103509,10,31,9,3754,GRID,330mm
103510,10,29,12,4090,GRID,330mm
103511,10,35,34,2088,GRID,330mm
103512,10,32,17,4092,GRID,330mm
103513,10,24,24,3088,GRID,330mm
103514,10,30,13,4094,GRID,330mm
103515,10,28,9,4090,GRID,330mm
103516,10,27,18,2754,GRID,330mm
103517,10,24,41,4088,GRID,330mm
103518,10,30,30,3752,GRID,330mm
103519,10,34,41,3084,GRID,330mm
103520,10,29,34,3754,GRID,330mm
103521,10,25,19,1758,GRID,330mm
103522,10,25,41,4092,GRID,330mm
103523,10,40,35,4762,GRID,330mm
103524,10,41,35,4424,GRID,330mm
103525,10,30,32,4088,GRID,330mm
103526,10,28,24,1752,GRID,330mm
103527,10,33,10,1750,GRID,330mm
103528,10,29,37,4092,GRID,330mm
103529,10,36,20,1754,GRID,330mm
103530,10,30,12,1752,GRID,330mm
103531,10,35,8,2420,GRID,330mm
103532,10,24,29,2752,GRID,330mm
103533,10,29,21,1754,GRID,330mm
103534,10,25,10,1754,GRID,330mm
103535,10,25,15,2424,GRID,330mm
103536,10,26,28,2086,GRID,330mm
103537,10,29,39,2088,GRID,330mm
103538,10,39,16,2418,GRID,330mm
103539,10,32,8,2418,GRID,330mm
103540,10,20,34,2086,GRID,330mm
103541,10,40,36,4426,GRID,330mm
103542,10,30,39,3752,GRID,330mm
103543,10,32,28,2088,GRID,330mm
103544,10,31,28,1752,GRID,330mm
103545,10,34,31,1752,GRID,330mm
103546,10,41,29,3084,GRID,330mm
103547,10,31,25,2088,GRID,330mm
103548,10,32,26,2088,GRID,330mm
103549,10,21,36,2086,GRID,330mm
103550,10,41,39,2418,GRID,330mm
103551,10,32,39,4426,GRID,330mm
103552,10,34,25,4092,GRID,330mm
103553,10,31,32,1756,GRID,330mm
103554,10,7,42,2420,GRID,330mm
103555,10,38,36,2422,GRID,330mm
103556,10,24,24,1754,GRID,330mm
103557,10,26,23,4426,GRID,330mm
103558,10,39,9,2418,GRID,330mm
103559,10,38,16,2756,GRID,330mm
103560,10,25,10,1422,GRID,330mm
103561,10,12,38,1752,GRID,330mm
103562,10,39,15,4430,GRID,330mm
103563,10,6,43,2420,GRID,330mm
103564,10,37,37,2420,GRID,330mm
103565,10,26,38,2088,GRID,330mm
103566,10,28,43,3084,GRID,330mm
103567,10,8,36,2420,GRID,330mm
103568,10,38,13,2084,GRID,330mm
103569,10,6,38,3754,GRID,330mm
103570,10,24,28,2418,GRID,330mm
103571,10,29,11,2420,GRID,330mm
103572,10,21,19,4764,GRID,330mm
103573,10,34,38,2086,GRID,330mm
103574,10,31,23,4764,GRID,330mm
103575,10,39,8,4760,GRID,330mm
103576,10,32,17,4764,GRID,330mm
103577,10,37,21,4426,GRID,330mm
103578,10,23,25,3756,GRID,330mm
103579,10,23,12,4094,GRID,330mm
103580,10,23,16,1092,GRID,330mm
103581,10,32,8,4424,GRID,330mm
103582,10,30,8,4424,GRID,330mm
103583,10,30,9,4426,GRID,330mm
103584,10,31,11,4426,GRID,330mm
103585,10,37,21,2088,GRID,330mm
103586,10,29,42,3418,GRID,330mm
103587,10,37,23,2756,GRID,330mm
103588,10,28,10,2752,GRID,330mm
103589,10,27,11,2756,GRID,330mm
103590,10,39,40,3086,GRID,330mm
103591,10,36,9,2084,GRID,330mm
103592,10,31,40,1420,GRID,330mm
103593,10,37,9,4760,GRID,330mm
103594,10,30,11,4092,GRID,330mm
103595,10,40,25,5102,GRID,330mm
103596,10,7,34,1422,GRID,330mm
103597,10,16,37,1424,GRID,330mm
103598,10,20,8,4090,GRID,330mm
103599,10,20,38,2418,GRID,330mm
103600,10,37,18,4766,GRID,330mm
103601,10,13,38,4426,GRID,330mm
103602,10,27,19,4426,GRID,330mm
103603,10,34,13,4764,GRID,330mm
103604,10,33,28,4764,GRID,330mm
103605,10,30,34,4766,GRID,330mm
103606,10,10,41,4088,GRID,330mm
103607,10,35,15,4768,GRID,330mm
103608,10,35,25,4764,GRID,330mm
103609,10,26,18,4764,GRID,330mm
103610,10,19,17,4766,GRID,330mm
103611,20,12,29,2420,GRID,330mm
103612,10,27,38,2086,GRID,330mm
103613,10,32,29,4428,GRID,330mm
103614,10,14,37,1754,GRID,330mm
103615,10,8,36,1754,GRID,330mm
103616,10,21,37,4426,GRID,330mm
103617,10,20,22,4426,GRID,330mm
103618,10,24,26,4762,GRID,330mm
103619,10,25,27,4762,GRID,330mm
103620,10,23,8,4762,GRID,330mm
103621,10,25,9,4426,GRID,330mm
103622,10,38,26,2420,GRID,330mm
103623,10,22,11,2086,GRID,330mm
103624,10,28,36,2420,GRID,330mm
103625,10,33,15,2756,GRID,330mm
103626,10,40,41,3418,GRID,330mm
103627,10,41,26,4424,GRID,330mm
103628,10,25,37,1420,GRID,330mm
103629,10,7,35,4090,GRID,330mm
103630,10,36,43,4088,GRID,330mm
103631,10,19,37,3752,GRID,330mm
103632,10,18,36,4088,GRID,330mm
103633,10,28,40,2086,GRID,330mm
103634,10,28,22,2754,GRID,330mm
103635,10,22,18,1754,GRID,330mm
103636,10,30,42,2748,GRID,330mm
103637,10,20,14,2424,GRID,330mm
103638,10,21,34,2086,GRID,330mm
103639,10,22,21,2090,GRID,330mm
103640,10,32,29,2754,GRID,330mm
103641,10,28,20,2420,GRID,330mm
103642,10,27,29,2418,GRID,330mm
103643,10,32,18,1754,GRID,330mm
103644,10,33,20,2088,GRID,330mm
103645,10,32,30,3422,GRID,330mm
103646,10,23,29,2420,GRID,330mm
103647,10,31,34,4764,GRID,330mm
103648,10,28,33,5102,GRID,330mm
103649,10,16,41,2084,GRID,330mm
103650,10,16,40,4088,GRID,330mm
103651,10,21,30,2088,GRID,330mm
103652,10,38,42,3088,GRID,330mm
103653,10,36,38,4428,GRID,330mm
103654,10,34,41,4762,GRID,330mm
103655,10,11,41,2088,GRID,330mm
103656,10,33,9,2088,GRID,330mm
103657,10,29,19,2420,GRID,330mm
103658,10,23,13,2090,GRID,330mm
103659,10,32,10,1752,GRID,330mm
103660,10,34,19,4092,GRID,330mm
103661,10,32,30,2088,GRID,330mm
103662,10,36,9,4086,GRID,330mm
103663,10,34,22,4764,GRID,330mm
103664,10,23,25,2422,GRID,330mm
103665,10,37,11,4084,GRID,330mm
103666,10,24,11,1754,GRID,330mm
103667,10,40,42,2754,GRID,330mm
103668,10,31,29,4424,GRID,330mm
103669,10,31,29,3754,GRID,330mm
103670,10,31,19,4092,GRID,330mm
103671,10,33,16,4096,GRID,330mm
103672,10,32,19,4092,GRID,330mm
103673,10,30,24,2750,GRID,330mm
103674,10,32,20,4428,GRID,330mm
103675,10,40,41,2750,GRID,330mm
103676,10,33,28,2088,GRID,330mm
103677,10,32,27,4092,GRID,330mm
103678,10,34,18,2090,GRID,330mm
103679,10,39,28,2422,GRID,330mm
103680,10,30,39,4424,GRID,330mm
103681,10,26,31,4424,GRID,330mm
103682,10,38,35,4766,GRID,330mm
103683,10,6,42,2422,GRID,330mm
103684,10,34,41,3418,GRID,330mm
103685,10,7,39,2088,GRID,330mm
103686,10,36,12,2082,GRID,330mm
103687,10,37,30,4426,GRID,330mm
103688,10,41,22,2086,GRID,330mm
103689,10,26,14,2088,GRID,330mm
103690,10,26,32,4424,GRID,330mm
103691,10,31,19,2422,GRID,330mm
103692,10,21,38,2420,GRID,330mm
103693,10,19,43,2086,GRID,330mm
103694,10,38,18,2088,GRID,330mm
103695,10,37,22,2090,GRID,330mm
103696,10,35,33,4090,GRID,330mm
103697,10,20,15,3758,GRID,330mm
103698,10,21,28,4090,GRID,330mm
103699,10,34,43,2418,GRID,330mm
103700,10,29,22,2086,GRID,330mm
103701,10,29,28,1090,GRID,330mm
103702,10,27,23,4426,GRID,330mm
103703,10,40,21,2424,GRID,330mm
103704,10,36,27,3754,GRID,330mm
103705,10,35,37,4426,GRID,330mm
103706,10,20,13,4092,GRID,330mm
103707,10,20,9,3754,GRID,330mm
103708,10,21,16,3756,GRID,330mm
103709,10,19,13,3754,GRID,330mm
103710,10,25,28,4762,GRID,330mm
103711,10,21,31,3756,GRID,330mm
103712,10,21,23,4092,GRID,330mm
103713,10,21,36,4090,GRID,330mm
103714,10,20,18,4094,GRID,330mm
103715,10,36,19,4766,GRID,330mm
103716,10,24,10,4768,GRID,330mm
103717,10,14,32,4090,GRID,330mm
103718,10,22,9,3754,GRID,330mm
103719,10,21,20,3752,GRID,330mm
103720,10,21,13,4092,GRID,330mm
103721,10,21,14,4092,GRID,330mm
103722,10,25,34,1422,GRID,330mm
103723,10,18,39,4762,GRID,330mm
103724,20,8,24,2088,GRID,330mm
103725,10,23,30,4424,GRID,330mm
103726,10,20,36,4766,GRID,330mm
103727,10,23,33,4424,GRID,330mm
103728,10,17,41,4088,GRID,330mm
103729,10,19,43,4424,GRID,330mm
103730,10,25,20,3758,GRID,330mm
103731,10,21,35,4424,GRID,330mm
103732,10,22,43,1088,GRID,330mm
103733,10,19,34,4762,GRID,330mm
103734,10,20,26,4424,GRID,330mm
103735,10,35,24,4764,GRID,330mm
103736,10,17,39,4088,GRID,330mm
103737,10,24,29,4426,GRID,330mm
103738,10,17,36,4090,GRID,330mm
103739,10,16,40,3754,GRID,330mm
103740,10,20,25,4090,GRID,330mm
103741,10,19,8,4092,GRID,330mm
103742,10,22,33,4094,GRID,330mm
103743,10,17,38,3752,GRID,330mm
103744,10,7,38,4424,GRID,330mm
103745,10,9,42,4092,GRID,330mm
103746,10,39,42,2086,GRID,330mm
103747,10,21,17,3758,GRID,330mm
103748,10,20,27,4090,GRID,330mm
103749,10,37,38,4764,GRID,330mm
103750,10,19,28,4424,GRID,330mm
103751,10,16,38,1422,GRID,330mm
103752,10,39,25,4766,GRID,330mm
103753,10,40,21,4766,GRID,330mm
103754,10,37,43,4760,GRID,330mm
103755,10,30,41,2420,GRID,330mm
103756,10,36,35,2086,GRID,330mm
103757,10,19,38,4426,GRID,330mm
103758,10,28,36,1754,GRID,330mm
103759,10,34,26,4090,GRID,330mm
103760,10,32,22,4428,GRID,330mm
103761,10,36,35,4426,GRID,330mm
103762,10,24,40,4088,GRID,330mm
103763,10,13,36,1088,GRID,330mm
103764,10,19,42,4088,GRID,330mm
103765,10,30,30,4088,GRID,330mm
103766,10,14,36,4090,GRID,330mm
103767,10,24,36,4088,GRID,330mm
103768,10,27,41,4086,GRID,330mm
103769,10,21,39,4426,GRID,330mm
103770,10,24,25,4092,GRID,330mm
103771,10,27,28,4086,GRID,330mm
103772,10,24,26,4426,GRID,330mm
103773,10,30,12,4088,GRID,330mm
103774,10,23,37,4426,GRID,330mm
103775,10,41,34,4762,GRID,330mm
103776,10,27,33,4426,GRID,330mm
103777,10,23,28,4428,GRID,330mm
103778,10,31,26,4426,GRID,330mm
103779,10,21,38,4092,GRID,330mm
103780,10,21,37,4090,GRID,330mm
103781,10,20,36,4092,GRID,330mm
103782,10,39,35,4424,GRID,330mm
103783,10,12,40,4424,GRID,330mm
103784,10,33,32,2086,GRID,330mm
