Bin	Content	X	Y	Depth	Mode
144025	10	146	110	3418	GRID
144026	10	147	104	2080	GRID
144027	10	148	105	1412	GRID
144028	10	144	96	4424	GRID
144029	10	74	94	90	GRID
144030	10	149	111	416	GRID
144031	10	149	101	3418	GRID
144032	10	149	108	4090	GRID
144033	10	146	112	4424	GRID
144034	10	150	116	4762	GRID
144035	10	144	103	756	GRID
144036	10	147	105	2082	GRID
144037	10	147	101	4760	GRID
144038	10	145	91	1420	GRID
144039	10	151	113	4088	GRID
144040	10	151	113	1748	GRID
144041	10	149	114	4762	GRID
144042	10	148	102	2418	GRID
144043	10	150	109	1414	GRID
144044	10	150	103	1420	GRID
144045	10	146	101	2744	GRID
144046	10	147	107	2748	GRID
144047	10	151	110	2748	GRID
144048	10	144	100	3752	GRID
144049	10	146	104	2746	GRID
144050	10	144	100	1414	GRID
144051	10	145	104	416	GRID
144052	10	85	121	1086	GRID
144053	10	159	120	1092	GRID
144054	10	144	101	3416	GRID
144055	10	146	107	3752	GRID
144056	10	150	108	4426	GRID
144057	10	146	104	4088	GRID
144058	11	160	115	94	GRID
144059	10	145	101	3080	GRID
144060	10	144	104	3082	GRID
144061	11	186	109	426	GRID
144062	10	151	107	4090	GRID
144063	10	145	107	4760	GRID
144064	10	144	104	94	GRID
144065	10	150	106	418	GRID
144066	10	149	103	1086	GRID
144067	10	145	103	4762	GRID
144068	10	148	104	4762	GRID
144069	10	145	104	1414	GRID
144070	10	146	106	416	GRID
144071	10	153	121	424	GRID
144072	11	192	98	424	GRID
144073	10	144	105	2414	GRID
144074	10	149	113	3082	GRID
144075	10	148	103	1420	GRID
144076	10	148	103	3416	GRID
144077	10	149	110	4424	GRID
144078	10	145	109	2746	GRID
144079	10	150	105	4424	GRID
144080	10	151	104	1416	GRID
144081	10	148	116	4762	GRID
144082	10	145	114	1748	GRID
144083	10	151	118	3418	GRID
144084	10	201	119	92	GRID
144085	10	145	113	4762	GRID
144086	10	145	111	2414	GRID
144087	10	177	91	5098	GRID
144088	10	146	113	3752	GRID
144089	10	146	112	426	GRID
144090	10	144	111	1750	GRID
144091	11	177	117	90	GRID
144092	10	153	93	758	GRID
144093	10	144	112	2080	GRID
144094	10	144	115	4086	GRID
144095	10	151	120	3752	GRID
144096	10	144	111	750	GRID
144097	10	148	116	4090	GRID
144098	10	145	113	2752	GRID
144099	10	145	114	1414	GRID
144100	10	148	117	1746	GRID
144101	10	144	113	418	GRID
144102	10	146	115	5102	GRID
144103	10	151	121	1746	GRID
144104	10	151	119	3418	GRID
144105	10	150	118	2412	GRID
144106	10	146	115	1090	GRID
144107	10	146	116	2754	GRID
144108	10	150	119	4422	GRID
144109	10	144	114	3082	GRID
144110	10	147	114	1416	GRID
144111	10	149	105	756	GRID
144112	10	145	116	5100	GRID
144113	10	145	113	2088	GRID
144114	10	150	121	3752	GRID
144115	10	148	118	4424	GRID
144116	10	149	118	2746	GRID
144117	10	150	118	4086	GRID
144118	10	151	120	3082	GRID
144119	10	151	119	4088	GRID
144120	10	145	114	4762	GRID
144121	10	137	91	4762	GRID
144122	10	149	94	3418	GRID
144123	10	151	99	418	GRID
144124	10	149	95	2748	GRID
144125	10	149	98	4086	GRID
144126	10	139	121	1752	GRID
144127	10	135	119	426	GRID
144128	10	149	92	1746	GRID
144129	10	133	121	4086	GRID
144130	10	136	121	1082	GRID
144131	10	140	121	3752	GRID
144132	10	131	115	752	GRID
144133	10	141	121	2080	GRID
144134	10	131	115	2748	GRID
144135	10	131	115	5102	GRID
144136	10	149	94	2080	GRID
144137	10	149	94	2414	GRID
144138	10	135	118	5100	GRID
144139	10	133	115	756	GRID
144140	10	127	120	3418	GRID
144141	10	141	121	1748	GRID
144142	10	135	119	752	GRID
144143	10	134	118	4762	GRID
144144	10	132	116	1750	GRID
144145	10	137	120	3416	GRID
144146	10	132	116	5100	GRID
144147	10	139	121	1420	GRID
144148	10	135	119	4088	GRID
144149	10	136	120	750	GRID
144150	10	133	121	2748	GRID
144151	10	151	109	426	GRID
144152	10	136	121	1414	GRID
144153	10	45	101	84	GRID
144154	10	151	100	748	GRID
144155	10	149	98	2412	GRID
144156	10	150	99	3750	GRID
144157	10	149	95	2412	GRID
144158	10	148	94	3750	GRID
144159	10	150	99	2080	GRID
144160	10	149	93	754	GRID
144161	10	84	114	5104	GRID
144162	10	82	114	748	GRID
144163	10	74	113	5100	GRID
144164	10	80	93	2078	GRID
144165	10	82	113	4762	GRID
144166	10	80	114	1746	GRID
144167	10	80	95	2078	GRID
144168	10	85	117	4088	GRID
144169	10	85	114	4088	GRID
144170	10	80	93	1746	GRID
144171	10	84	114	4424	GRID
144172	10	80	113	4762	GRID
144173	10	79	91	4758	GRID
144174	10	80	94	2078	GRID
144175	10	82	114	4086	GRID
144176	10	25	120	3078	GRID
144177	10	24	118	1414	GRID
144178	10	23	121	3078	GRID
144179	10	79	114	3080	GRID
144180	10	24	119	3414	GRID
144181	10	25	120	2074	GRID
144182	10	83	116	2080	GRID
144183	10	83	116	752	GRID
144184	11	166	104	92	GRID
144185	10	78	113	754	GRID
144186	10	76	113	4086	GRID
144187	10	83	117	2080	GRID
144188	10	78	117	5098	GRID
144189	10	24	121	1078	GRID
144190	10	71	108	5100	GRID
144191	10	119	96	94	GRID
144192	10	82	115	746	GRID
144193	10	115	109	5100	GRID
144194	10	81	116	2084	GRID
144195	10	84	117	416	GRID
144196	10	83	117	4760	GRID
144197	10	24	121	414	GRID
144198	10	71	104	2412	GRID
144199	10	83	102	4424	GRID
144200	10	80	98	5098	GRID
144201	10	50	98	2748	GRID
144202	10	57	122	3752	GRID
144203	10	56	102	1080	GRID
144204	10	50	99	2746	GRID
144205	10	49	97	2744	GRID
144206	10	55	100	1410	GRID
144207	10	85	112	3418	GRID
144208	10	40	93	4760	GRID
144209	10	54	105	416	GRID
144210	10	41	93	4088	GRID
144211	10	193	99	4088	GRID
144212	10	42	93	80	GRID
144213	10	55	100	412	GRID
144214	10	41	91	2412	GRID
144215	10	35	102	418	GRID
144216	10	44	95	3750	GRID
144217	10	54	100	2086	GRID
144218	10	58	103	5098	GRID
144219	10	149	100	2752	GRID
144220	10	50	99	2412	GRID
144221	10	48	96	1082	GRID
144222	10	54	100	2752	GRID
144223	10	58	103	4760	GRID
144224	10	42	94	3752	GRID
144225	10	39	93	5098	GRID
144226	10	59	103	1078	GRID
144227	10	45	95	4762	GRID
144228	10	57	102	2746	GRID
144229	10	50	98	3750	GRID
144230	10	52	98	3076	GRID
144231	10	43	93	3416	GRID
144232	10	43	93	4088	GRID
144233	10	48	97	4422	GRID
144234	10	53	98	744	GRID
144235	10	57	102	3414	GRID
144236	10	57	102	2410	GRID
144237	10	45	95	1414	GRID
144238	10	47	96	3414	GRID
144239	10	48	97	4760	GRID
144240	10	58	102	1418	GRID
144241	10	76	113	2412	GRID
144242	10	75	114	4424	GRID
144243	10	72	113	4762	GRID
144244	10	77	114	3752	GRID
144245	10	80	115	2078	GRID
144246	10	83	113	3078	GRID
144247	10	71	104	2744	GRID
144248	10	77	114	4762	GRID
144249	10	71	104	2076	GRID
144250	10	80	116	4424	GRID
144251	10	82	114	2746	GRID
144252	10	77	122	4424	GRID
144253	10	79	114	1746	GRID
144254	10	75	113	2412	GRID
144255	10	71	122	3080	GRID
144256	10	69	91	4086	GRID
144257	10	79	116	4424	GRID
144258	10	116	106	2746	GRID
144259	10	75	113	2746	GRID
144260	10	83	113	2076	GRID
144261	10	75	109	4086	GRID
144262	10	82	116	1412	GRID
144263	10	79	114	1414	GRID
144264	10	89	108	5100	GRID
144265	10	83	115	3418	GRID
144266	10	80	94	5098	GRID
144267	10	79	115	1754	GRID
144268	10	201	106	5102	GRID
144269	10	78	115	3078	GRID
144270	10	77	113	1750	GRID
144271	10	133	118	2408	GRID
144272	10	82	117	1410	GRID
144273	10	83	114	4088	GRID
144274	10	74	113	4088	GRID
144275	10	78	114	3078	GRID
144276	10	70	113	1416	GRID
144277	10	75	113	2078	GRID
144278	10	77	114	414	GRID
144279	10	72	107	5100	GRID
144280	10	76	113	3082	GRID
144281	10	28	115	2082	GRID
144282	10	71	113	3416	GRID
144283	10	30	117	3080	GRID
144284	10	86	122	1418	GRID
144285	10	23	112	5098	GRID
144286	10	31	118	4422	GRID
144287	10	28	115	2748	GRID
144288	10	32	117	2412	GRID
144289	10	24	112	4422	GRID
144290	10	27	114	3412	GRID
144291	10	28	116	4422	GRID
144292	10	28	116	5098	GRID
144293	10	31	119	3748	GRID
144294	10	27	115	4418	GRID
144295	10	32	121	5096	GRID
144296	10	28	116	4086	GRID
144297	10	30	117	4086	GRID
144298	10	35	121	4424	GRID
144299	10	29	116	2076	GRID
144300	10	35	121	5100	GRID
144301	10	25	113	2410	GRID
144302	10	26	114	4084	GRID
144303	10	26	113	748	GRID
144304	10	35	120	2408	GRID
144305	10	32	117	3080	GRID
144306	10	30	117	2746	GRID
144307	10	24	111	2744	GRID
144308	10	35	121	2076	GRID
144309	10	23	112	2408	GRID
144310	10	138	114	94	GRID
144311	10	28	115	4084	GRID
144312	11	184	122	92	GRID
144313	10	24	112	3748	GRID
144314	10	27	114	2744	GRID
144315	10	23	112	3076	GRID
144316	10	64	117	1088	GRID
144317	10	79	122	3420	GRID
144318	10	26	115	5096	GRID
144319	10	26	115	3414	GRID
144320	10	33	120	4422	GRID
144321	10	155	120	752	GRID
144322	10	149	120	3416	GRID
144323	10	148	121	3084	GRID
144324	10	144	120	1420	GRID
144325	10	145	117	1420	GRID
144326	10	144	119	3752	GRID
144327	10	145	119	4762	GRID
144328	10	154	120	2082	GRID
144329	10	148	119	3752	GRID
144330	10	158	121	758	GRID
144331	10	154	119	3754	GRID
144332	10	145	116	1416	GRID
144333	10	155	119	3754	GRID
144334	10	147	119	2748	GRID
144335	10	134	120	752	GRID
144336	10	144	118	2414	GRID
144337	10	161	119	418	GRID
144338	10	157	114	430	GRID
144339	10	144	117	748	GRID
144340	10	154	120	3416	GRID
144341	10	161	119	1082	GRID
144342	10	152	121	3752	GRID
144343	10	155	121	1424	GRID
144344	10	156	119	3084	GRID
144345	10	131	121	1084	GRID
144346	10	156	120	2086	GRID
144347	10	157	119	1090	GRID
144348	10	96	122	94	GRID
144349	10	156	120	1084	GRID
144350	10	154	119	2412	GRID
144351	10	119	115	752	GRID
144352	10	147	118	3082	GRID
144353	10	149	119	1082	GRID
144354	10	149	119	1414	GRID
144355	10	144	119	4424	GRID
144356	10	152	121	748	GRID
144357	10	153	121	1088	GRID
144358	10	146	121	2086	GRID
144359	10	147	118	2414	GRID
144360	10	147	118	2748	GRID
144361	10	153	109	2080	GRID
144362	10	159	114	4090	GRID
144363	10	153	109	416	GRID
144364	10	161	110	3416	GRID
144365	10	155	121	426	GRID
144366	10	159	115	1418	GRID
144367	10	160	115	4762	GRID
144368	10	156	107	2748	GRID
144369	10	157	109	4090	GRID
144370	10	159	113	3418	GRID
144371	10	155	110	1748	GRID
144372	10	157	112	1748	GRID
144373	10	157	110	4426	GRID
144374	10	160	110	1416	GRID
144375	10	160	110	750	GRID
144376	10	158	109	420	GRID
144377	10	154	112	1754	GRID
144378	10	154	111	3752	GRID
144379	10	176	112	756	GRID
144380	10	46	91	88	GRID
144381	10	161	113	2412	GRID
144382	10	155	109	4426	GRID
144383	10	157	110	758	GRID
144384	10	159	111	1084	GRID
144385	10	153	109	4422	GRID
144386	10	158	115	3756	GRID
144387	10	201	121	1080	GRID
144388	10	160	114	2746	GRID
144389	10	154	105	92	GRID
144390	10	159	111	420	GRID
144391	10	159	112	3416	GRID
144392	10	190	107	1414	GRID
144393	10	158	114	4764	GRID
144394	10	153	109	1746	GRID
144395	10	159	113	2420	GRID
144396	10	159	111	752	GRID
144397	10	153	109	3752	GRID
144398	10	157	109	3754	GRID
144399	10	156	108	750	GRID
144400	10	155	107	1086	GRID
144401	10	80	91	422	GRID
144402	10	148	112	418	GRID
144403	10	70	93	422	GRID
144404	10	150	112	3418	GRID
144405	10	149	112	3082	GRID
144406	10	145	109	2414	GRID
144407	10	149	113	1746	GRID
144408	10	144	107	1088	GRID
144409	10	149	110	4762	GRID
144410	10	144	108	3418	GRID
144411	10	151	115	756	GRID
144412	10	148	109	2418	GRID
144413	10	147	107	3080	GRID
144414	10	135	107	426	GRID
144415	10	149	110	4088	GRID
144416	10	148	110	4424	GRID
144417	10	49	113	420	GRID
144418	10	149	111	2080	GRID
144419	10	144	108	4088	GRID
144420	10	144	106	3082	GRID
144421	10	147	108	1414	GRID
144422	10	145	104	3080	GRID
144423	10	147	105	2746	GRID
144424	10	147	105	1748	GRID
144425	10	151	110	1748	GRID
144426	10	146	105	756	GRID
144427	10	145	107	1748	GRID
144428	10	144	109	3752	GRID
144429	10	144	106	2080	GRID
144430	10	150	111	4762	GRID
144431	10	145	106	4086	GRID
144432	10	151	112	418	GRID
144433	10	148	109	4424	GRID
144434	10	144	109	3084	GRID
144435	10	145	108	416	GRID
144436	10	145	109	3082	GRID
144437	10	144	107	4426	GRID
144438	10	146	107	2414	GRID
144439	10	149	110	3418	GRID
144440	10	146	111	1748	GRID
144441	10	149	115	426	GRID
144442	10	148	110	2414	GRID
144443	10	145	105	758	GRID
144444	10	144	114	4426	GRID
144445	10	145	112	2754	GRID
144446	10	144	110	1754	GRID
144447	10	145	111	426	GRID
144448	10	151	114	1416	GRID
144449	10	146	114	2748	GRID
144450	10	149	116	2080	GRID
144451	10	145	112	2420	GRID
144452	10	145	110	758	GRID
144453	10	150	113	4762	GRID
144454	10	147	115	4426	GRID
144455	10	145	112	3422	GRID
144456	10	147	114	4762	GRID
144457	10	149	115	4422	GRID
144458	10	147	113	4092	GRID
144459	10	198	91	2414	GRID
144460	10	144	109	4762	GRID
144461	10	178	101	2080	GRID
144462	10	144	111	3752	GRID
144463	10	146	111	2414	GRID
144464	10	148	114	2414	GRID
144465	10	145	113	5102	GRID
144466	11	189	115	90	GRID
144467	10	144	108	2416	GRID
144468	10	146	114	2082	GRID
144469	10	146	111	1090	GRID
144470	10	147	114	1748	GRID
144471	10	146	112	750	GRID
144472	10	144	112	1748	GRID
144473	10	145	112	1422	GRID
144474	10	145	111	3082	GRID
144475	10	150	116	3416	GRID
144476	10	148	115	2420	GRID
144477	10	149	115	1082	GRID
144478	10	150	117	3416	GRID
144479	10	149	116	1422	GRID
144480	10	28	121	3750	GRID
144481	11	189	94	424	GRID
144482	10	26	120	1410	GRID
144483	10	24	118	750	GRID
144484	10	24	117	5100	GRID
144485	10	37	108	416	GRID
144486	10	70	113	92	GRID
144487	10	26	118	3418	GRID
144488	10	29	119	3414	GRID
144489	10	26	118	3752	GRID
144490	10	24	121	3078	GRID
144491	10	41	122	2748	GRID
144492	10	29	121	4424	GRID
144493	10	26	110	746	GRID
144494	10	25	117	4088	GRID
144495	10	26	117	1082	GRID
144496	10	31	120	746	GRID
144497	10	30	120	748	GRID
144498	11	181	121	426	GRID
144499	10	24	115	1078	GRID
144500	10	32	121	1078	GRID
144501	10	29	121	4762	GRID
144502	10	25	116	2080	GRID
144503	10	24	117	3414	GRID
144504	10	28	120	4760	GRID
144505	10	25	116	1414	GRID
144506	10	30	121	4420	GRID
144507	10	28	121	3416	GRID
144508	10	26	110	3080	GRID
144509	10	25	110	2078	GRID
144510	10	25	119	5096	GRID
144511	10	25	118	2746	GRID
144512	10	29	119	3750	GRID
144513	10	26	117	2082	GRID
144514	10	29	119	2412	GRID
144515	10	27	119	4086	GRID
144516	10	27	121	1744	GRID
144517	10	32	121	82	GRID
144518	10	23	116	2410	GRID
144519	10	24	120	3078	GRID
144520	10	25	119	414	GRID
144521	10	28	119	4422	GRID
144522	10	71	93	2744	GRID
144523	10	27	117	2746	GRID
144524	10	28	118	1752	GRID
144525	10	27	117	2080	GRID
144526	10	59	121	1084	GRID
144527	10	26	117	4088	GRID
144528	10	29	121	1746	GRID
144529	10	119	120	422	GRID
144530	10	32	121	3080	GRID
144531	10	23	117	5098	GRID
144532	10	24	116	3750	GRID
144533	10	27	119	3078	GRID
144534	10	28	118	1088	GRID
144535	10	23	115	2742	GRID
144536	10	27	121	3416	GRID
144537	10	29	110	1076	GRID
144538	10	116	107	4092	GRID
144539	11	194	93	92	GRID
144540	10	25	109	752	GRID
144541	10	25	117	2414	GRID
144542	10	32	121	2744	GRID
144543	10	23	117	2750	GRID
144544	10	27	109	1414	GRID
144545	10	25	118	4086	GRID
144546	10	26	121	3414	GRID
144547	10	28	110	414	GRID
144548	10	27	121	746	GRID
144549	10	31	121	4082	GRID
144550	10	29	109	1418	GRID
144551	10	24	120	4758	GRID
144552	10	30	120	4760	GRID
144553	10	26	121	2748	GRID
144554	10	29	119	1082	GRID
144555	10	32	120	2078	GRID
144556	10	31	110	2076	GRID
144557	10	25	119	3414	GRID
144558	10	150	118	1412	GRID
144559	10	155	94	3750	GRID
144560	10	155	95	4086	GRID
144561	10	161	112	1748	GRID
144562	10	158	104	4760	GRID
144563	10	161	107	2080	GRID
144564	10	154	94	3082	GRID
144565	10	157	104	4422	GRID
144566	10	158	96	3752	GRID
144567	10	169	115	428	GRID
144568	10	152	94	4424	GRID
144569	10	159	105	4424	GRID
144570	10	152	100	2414	GRID
144571	10	157	102	3418	GRID
144572	10	159	105	4088	GRID
144573	10	159	107	4424	GRID
144574	10	151	118	428	GRID
144575	10	154	103	1746	GRID
144576	10	160	107	1414	GRID
144577	10	157	109	752	GRID
144578	10	153	102	418	GRID
144579	10	150	119	3086	GRID
144580	10	154	107	3750	GRID
144581	10	157	110	4090	GRID
144582	10	158	108	756	GRID
144583	10	154	107	4762	GRID
144584	10	150	119	2420	GRID
144585	10	159	109	2414	GRID
144586	10	192	101	4086	GRID
144587	10	152	106	418	GRID
144588	10	161	115	4090	GRID
144590	10	158	105	4422	GRID
144591	10	157	102	2416	GRID
144592	10	157	102	3082	GRID
144593	10	157	102	2082	GRID
144594	10	156	108	4088	GRID
144595	10	152	103	758	GRID
144596	10	157	110	3418	GRID
144597	10	152	108	4090	GRID
144598	10	157	118	3084	GRID
144599	10	153	114	2080	GRID
144600	10	152	115	3418	GRID
144601	10	155	118	3752	GRID
144602	11	106	93	92	GRID
144603	10	160	120	1748	GRID
144604	10	156	117	1420	GRID
144605	10	160	119	2416	GRID
144606	10	152	115	2748	GRID
144607	10	157	118	2752	GRID
144608	10	158	118	3420	GRID
144609	10	155	118	4762	GRID
144610	10	157	118	3420	GRID
144611	10	159	119	2084	GRID
144612	10	167	112	426	GRID
144613	10	154	117	4424	GRID
144614	10	154	119	4762	GRID
144615	10	154	118	4762	GRID
144616	10	154	117	760	GRID
144617	10	155	118	3416	GRID
144618	10	154	114	1422	GRID
144619	10	160	120	3752	GRID
144620	10	155	118	3084	GRID
144621	10	154	117	1092	GRID
144622	10	152	116	4422	GRID
144623	10	153	116	4086	GRID
144624	10	156	116	2416	GRID
144625	10	154	116	3752	GRID
144626	10	153	116	3084	GRID
144627	10	159	119	1748	GRID
144628	10	160	118	4088	GRID
144629	10	157	118	2420	GRID
144630	10	155	118	4424	GRID
144631	10	152	115	4424	GRID
144632	10	152	114	4088	GRID
144633	11	183	100	424	GRID
144634	10	160	118	3082	GRID
144635	10	157	118	1754	GRID
144636	10	153	115	3416	GRID
144637	10	159	119	3754	GRID
144638	10	99	111	1748	GRID
144639	10	41	102	86	GRID
144640	10	79	122	4088	GRID
144641	10	95	102	1748	GRID
144642	10	97	104	2414	GRID
144643	10	97	100	4424	GRID
144644	10	86	93	2082	GRID
144645	10	79	114	1086	GRID
144646	10	99	106	4424	GRID
144647	10	80	95	4422	GRID
144648	10	84	95	4422	GRID
144649	10	78	113	1750	GRID
144650	10	70	113	1746	GRID
144651	10	96	108	5100	GRID
144652	10	86	113	2748	GRID
144653	10	98	101	2414	GRID
144654	10	99	100	748	GRID
144655	10	86	105	1412	GRID
144656	10	62	97	2078	GRID
144657	10	87	106	428	GRID
144658	10	95	106	748	GRID
144659	10	118	97	92	GRID
144660	10	26	100	84	GRID
144661	10	41	122	4762	GRID
144662	10	25	116	2744	GRID
144663	10	71	114	3416	GRID
144664	10	79	91	5098	GRID
144665	10	30	120	2412	GRID
144666	10	96	108	4762	GRID
144667	10	70	91	748	GRID
144668	10	83	104	3416	GRID
144669	10	71	107	3752	GRID
144670	10	94	102	5100	GRID
144671	10	76	91	5096	GRID
144672	10	60	99	2080	GRID
144673	10	94	97	1748	GRID
144674	10	99	105	3750	GRID
144675	10	67	103	2414	GRID
144676	10	77	114	5100	GRID
144677	10	99	110	426	GRID
144678	10	26	104	4086	GRID
144679	10	29	107	3748	GRID
144680	10	35	112	1410	GRID
144681	10	44	120	4760	GRID
144682	10	146	114	760	GRID
144683	10	25	102	2744	GRID
144684	10	40	116	1078	GRID
144685	10	48	120	2746	GRID
144686	10	27	106	3414	GRID
144687	10	45	121	2744	GRID
144688	10	45	121	3080	GRID
144689	10	27	105	5100	GRID
144690	10	28	106	744	GRID
144691	10	41	117	3078	GRID
144692	10	40	116	4424	GRID
144693	10	33	108	2744	GRID
144694	10	37	114	3412	GRID
144695	10	63	120	758	GRID
144696	10	38	114	2074	GRID
144697	10	33	108	1076	GRID
144698	10	33	108	2408	GRID
144699	10	49	121	418	GRID
144700	10	35	112	4084	GRID
144701	10	34	105	1076	GRID
144702	10	35	111	3078	GRID
144703	10	36	122	2412	GRID
144704	10	26	106	3748	GRID
144705	10	40	117	2078	GRID
144706	10	36	113	4420	GRID
144707	10	34	105	78	GRID
144708	10	36	113	3078	GRID
144709	10	28	103	1412	GRID
144710	10	26	103	3750	GRID
144711	10	38	115	742	GRID
144712	10	83	106	94	GRID
144713	10	34	105	742	GRID
144714	10	28	106	1742	GRID
144715	10	35	111	3412	GRID
144716	10	57	108	84	GRID
144717	10	79	96	752	GRID
144718	10	88	115	426	GRID
144719	10	187	106	424	GRID
144720	10	74	94	1744	GRID
144721	10	79	97	90	GRID
144722	10	80	96	5096	GRID
144723	10	78	117	4762	GRID
144724	10	121	105	424	GRID
144725	10	73	94	3750	GRID
144726	10	81	117	82	GRID
144727	10	78	91	4758	GRID
144728	10	78	96	3416	GRID
144729	10	76	92	5100	GRID
144730	10	136	113	94	GRID
144731	10	116	106	4426	GRID
144732	10	79	97	3080	GRID
144733	10	89	108	3416	GRID
144734	10	72	114	1416	GRID
144735	10	78	114	1744	GRID
144736	10	84	102	4760	GRID
144737	10	80	99	3750	GRID
144738	10	79	117	2748	GRID
144739	10	41	122	748	GRID
144740	10	137	110	424	GRID
144741	10	78	93	4758	GRID
144742	10	76	116	3080	GRID
144743	10	72	113	2080	GRID
144744	10	78	92	4760	GRID
144745	10	74	115	1418	GRID
144746	10	197	91	758	GRID
144747	10	74	113	2412	GRID
144748	10	73	115	2082	GRID
144749	10	78	96	748	GRID
144750	10	73	114	3080	GRID
144751	10	78	97	4422	GRID
144752	10	78	93	90	GRID
144753	10	157	122	3420	GRID
144754	10	79	91	3416	GRID
144755	10	71	105	3416	GRID
144756	10	133	91	4424	GRID
144757	10	36	98	420	GRID
144758	10	38	109	3750	GRID
144759	10	47	110	1744	GRID
144760	10	59	122	3416	GRID
144761	10	48	109	1746	GRID
144762	10	58	109	1418	GRID
144763	10	44	109	4424	GRID
144764	10	48	109	2078	GRID
144765	10	54	109	1074	GRID
144766	10	47	109	2410	GRID
144767	10	36	110	1078	GRID
144768	10	37	109	4422	GRID
144769	10	39	109	3750	GRID
144770	10	48	122	3082	GRID
144771	10	34	109	4422	GRID
144772	10	36	110	412	GRID
144773	10	47	110	1412	GRID
144774	10	30	109	4424	GRID
144775	10	46	109	4426	GRID
144776	10	53	109	1412	GRID
144777	10	47	109	4424	GRID
144778	10	56	109	4758	GRID
144779	10	47	109	1420	GRID
144780	10	49	122	2746	GRID
144781	10	36	110	1410	GRID
144782	10	39	109	3080	GRID
144783	10	38	109	4084	GRID
144784	10	49	109	3750	GRID
144785	10	59	109	2078	GRID
144786	10	57	109	756	GRID
144787	10	49	109	3416	GRID
144788	10	48	109	1410	GRID
144789	10	188	121	424	GRID
144790	10	65	117	422	GRID
144791	10	41	109	4084	GRID
144792	10	41	109	4422	GRID
144793	10	52	109	4084	GRID
144794	10	53	109	3076	GRID
144795	10	55	109	1084	GRID
144796	10	53	109	2076	GRID
144797	10	81	116	4090	GRID
144798	10	85	117	2416	GRID
144799	10	75	108	4422	GRID
144800	10	78	117	1090	GRID
144801	10	82	116	756	GRID
144802	10	85	117	416	GRID
144803	10	80	114	1414	GRID
144804	10	77	116	744	GRID
144805	10	80	114	3416	GRID
144806	10	77	117	3080	GRID
144807	10	80	115	746	GRID
144808	10	80	115	1412	GRID
144809	10	82	116	2748	GRID
144810	10	83	117	2412	GRID
144811	10	84	116	3752	GRID
144812	10	76	117	1746	GRID
144813	10	81	114	2078	GRID
144814	10	80	91	4756	GRID
144815	10	82	113	2414	GRID
144816	10	78	94	5100	GRID
144817	10	84	115	1746	GRID
144818	10	78	91	4420	GRID
144819	10	81	115	2412	GRID
144820	10	81	116	4424	GRID
144821	10	81	117	4088	GRID
144822	10	79	115	4424	GRID
144823	10	116	106	4764	GRID
144824	10	80	114	4422	GRID
144825	10	84	117	4764	GRID
144826	10	85	102	5100	GRID
144827	10	82	115	4426	GRID
144828	10	80	116	3752	GRID
144829	10	76	115	4762	GRID
144830	10	77	91	5098	GRID
144831	10	84	116	1080	GRID
144832	10	83	116	3416	GRID
144833	10	71	104	5100	GRID
144834	10	80	94	2746	GRID
144835	10	83	117	5102	GRID
144836	10	78	95	5098	GRID
144837	10	75	116	4424	GRID
144838	10	171	114	758	GRID
144839	10	72	114	4424	GRID
144840	10	83	102	4088	GRID
144841	10	85	102	1746	GRID
144842	10	69	113	4758	GRID
144843	10	79	117	2412	GRID
144844	10	80	98	2746	GRID
144845	10	76	91	2744	GRID
144846	10	73	93	1752	GRID
144847	10	73	114	1412	GRID
144848	10	79	115	3418	GRID
144849	10	77	94	3750	GRID
144850	10	85	102	1412	GRID
144851	10	76	117	4424	GRID
144852	10	81	117	4762	GRID
144853	10	75	116	3752	GRID
144854	10	76	96	746	GRID
144855	10	78	116	2746	GRID
144856	10	76	91	4422	GRID
144857	10	75	115	1412	GRID
144858	10	84	103	4760	GRID
144859	10	86	103	3750	GRID
144860	10	73	113	4424	GRID
144861	10	75	91	1418	GRID
144862	10	77	91	4086	GRID
144863	10	76	117	4090	GRID
144864	10	79	91	2080	GRID
144865	10	83	103	5098	GRID
144866	10	78	97	1078	GRID
144867	10	73	114	1080	GRID
144868	10	80	99	4086	GRID
144869	10	83	117	1090	GRID
144870	10	81	116	4762	GRID
144871	10	73	115	2412	GRID
144872	10	76	114	1412	GRID
144873	10	85	103	2412	GRID
144874	10	72	94	4758	GRID
144875	10	71	93	1076	GRID
144876	10	76	96	2076	GRID
144877	10	85	105	4088	GRID
144878	10	74	115	2746	GRID
144879	10	82	117	2076	GRID
144880	10	75	109	5100	GRID
144881	10	76	98	2744	GRID
144882	10	75	109	4762	GRID
144883	10	75	115	414	GRID
144884	10	82	115	1412	GRID
144885	10	75	113	3080	GRID
144886	10	151	92	424	GRID
144887	10	81	116	2418	GRID
144888	10	74	96	4424	GRID
144889	10	74	117	4760	GRID
144890	10	70	91	2746	GRID
144891	10	71	113	1080	GRID
144892	10	76	116	420	GRID
144893	10	78	114	2410	GRID
144894	10	79	117	3754	GRID
144895	11	175	92	94	GRID
144896	10	79	116	1418	GRID
144897	10	24	122	92	GRID
144898	10	71	93	3746	GRID
144899	10	78	122	1748	GRID
144900	10	75	117	4088	GRID
144901	10	79	115	4762	GRID
144902	10	193	116	1088	GRID
144903	10	78	115	744	GRID
144904	10	75	114	5100	GRID
144905	10	71	104	746	GRID
144906	10	83	103	1744	GRID
144907	10	85	104	3752	GRID
144908	10	79	100	1742	GRID
